"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='40mm'"
210,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.2654516137797,-8.48554869536476,-8.24137629043304,-8.67694882957042,-8.76404913030451,-8.96240376192116,-9.39774879917529,-9.76256144865588,-9.66068580658292,-10.5073305188534,-10.2465516087442,-9.10318425768647,-9.68959088016266,-10.2878483737826,-9.5833169760379,-7.90261648488838,-5.93048993897538,-4.40912206040191,-3.50618868828871,-2.66945519142045,-1.99246051918208,-9.0085926451496,-9.34046844632036,-8.37616429755426,-5.94774393381296,-4.03529354837637,-2.81424587998113,-2.05782650963891,-1.51623044693759,-1.11733149573549,-0.907966308431885,-9.28214505431502,-9.16600631424093,-6.56888711021879,-3.98863031607613,-2.52109697115004,-1.82727446612196,-1.31063558053855,-0.99731600920773,-0.806047426397346,-0.697126164199088,-9.64966061297076,-9.02352726531032,-5.7839611918846,-3.29733049733077,-2.2048153321582,-1.53680313177865,-1.06469309870418,-0.880098483051368,-0.736500195876042,-0.643780267745543,-9.26419537779372,-8.21219376747482,-4.81726409604948,-2.76199129159894,-1.76768742423771,-1.25684490894026,-0.973606112725969,-0.787620001647508,-0.674295652277635,-0.590648186296506,-9.58243933296672,-7.73228863648987,-4.1431297080777,-2.41610980217751,-1.56606513118909,-1.13627364385026,-0.888844840257851,-0.729921232278887,-0.646072908926199,-0.591308299955681,-9.12860347069978,-8.03089522502775,-4.08385383447428,-2.25369835726478,-1.41268520700883,-1.05036962365741,-0.860187446281204,-0.756525059768226,-0.677925465278149,-0.608944288910937,-9.6892108928554,-6.77712593245664,-3.57427689286449,-2.02740881087047,-1.38294685143745,-1.05365098788381,-0.852631818436193,-0.740779713971411,-0.670579590956875,-0.622061677222559
215,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.33689512675117,-8.38137971839001,-8.33927459441575,-8.71738097204545,-8.97366026790819,-9.27581342258526,-9.62212144733227,-9.961134777037,-9.85161468459614,-9.35082154319401,-9.01847989559641,-9.00068385015074,-9.42148314429617,-9.40757055635552,-7.92530970411186,-6.03554776127649,-4.44905204006311,-3.31306762110196,-2.6617554534702,-2.06635057397018,-1.57866020491122,-8.89811792627573,-9.01111980560602,-6.91395541421667,-4.599334843623,-3.11002426931321,-2.20942759751201,-1.65577760301344,-1.25175278310971,-0.950755640890241,-0.788513589688877,-8.92622225022242,-8.15664771482871,-5.13813038707693,-3.12404172478331,-2.0296695822465,-1.50882637897346,-1.11797436376698,-0.871961889853709,-0.720007497567216,-0.631460413443947,-9.06156502812769,-7.78508752046507,-4.55557118166879,-2.63567863270802,-1.82308266863074,-1.31632278512492,-0.949044827170479,-0.795939294677331,-0.677292221752645,-0.600597412246113,-8.60915600602381,-6.92808586304824,-3.86074526180238,-2.27899555116563,-1.51865254455484,-1.11486313677899,-0.885667838860524,-0.729819434133811,-0.634217041698483,-0.5629570875792,-8.65465733784407,-6.36516165711867,-3.35587566970857,-2.0364941207588,-1.37624371694404,-1.02811504868234,-0.822189184904926,-0.688230306749214,-0.616963722538824,-0.571008670712471,-8.4766915736956,-6.60039124247603,-3.33058110977114,-1.93198065895635,-1.26438147246888,-0.967825399038948,-0.81077095908076,-0.723134351504049,-0.656083615066584,-0.595701345744603,-8.38066099585259,-5.53811777872304,-2.99029866826559,-1.7783322553169,-1.25707003135417,-0.981629636949379,-0.809358337526416,-0.713265272454571,-0.652884257716223,-0.612265649246074
220,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.2418430192383,-9.11054126276544,-9.14569091339965,-9.40750745500689,-9.66192820858836,-9.85811068185378,-9.8090198713851,-9.4352360696504,-9.18539893024679,-7.59275793998318,-7.25107263964887,-9.50594013007326,-9.46615192330244,-8.24868157443318,-6.29579810146976,-4.57491906833079,-3.36856940794992,-2.53850021369419,-2.0663094991116,-1.63676201018248,-1.27895096418399,-9.29883213803947,-8.41124267621499,-5.50739604418289,-3.55463404513521,-2.43336612194424,-1.77036940607303,-1.35951780174363,-1.05265821824826,-0.821670203427479,-0.693993198626245,-9.05259161086762,-7.06446012255857,-4.04424147041677,-2.48772992682247,-1.66577260763191,-1.26848346913007,-0.968427445948009,-0.772176832078806,-0.650009158212082,-0.577411687884723,-8.77642838111922,-6.57541985600827,-3.6123441787682,-2.14707916028552,-1.53678446905069,-1.14482487577252,-0.85510422002221,-0.726491126930654,-0.627801739798268,-0.564293065821346,-8.47447024054198,-5.85893908299655,-3.15081934130037,-1.91791372783849,-1.324397056731,-0.999900913140035,-0.812602606471017,-0.681132739295104,-0.600241813132981,-0.539533516261582,-8.30507714390425,-5.33393031843765,-2.7831702120935,-1.7494752881736,-1.22511139512551,-0.938835180980393,-0.766088929443311,-0.652690158250886,-0.592281269692487,-0.553995491193309,-8.25342015753023,-5.55898018940618,-2.78484278687255,-1.68506707114119,-1.14394918965101,-0.898259092072055,-0.768216320657901,-0.694311512608573,-0.637417093623875,-0.584841059709697,-7.86927557622166,-4.6904118745038,-2.56176672490023,-1.58302897365758,-1.15289312557804,-0.919825449758185,-0.771691491259798,-0.689368710964278,-0.637734937598069,-0.60455537937402
225,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.5590324850753,-10.2128425910489,-10.1973833341064,-10.1346260951042,-9.98629381768903,-9.71659306455718,-9.02086466043349,-7.87778245755231,-7.5456113433453,-5.78650925984776,-5.49890494963759,-9.74423069747459,-8.9426841942473,-6.72130252468822,-4.83922620363899,-3.46846234084019,-2.58234964677026,-1.98212803798083,-1.63779417194948,-1.32350388268757,-1.05670121729972,-9.39068120888618,-7.21345041024385,-4.276151543597,-2.76152597855262,-1.93384758032441,-1.44469109171222,-1.1361241127763,-0.899696007919023,-0.719950483243055,-0.61819785534856,-8.91997001106087,-5.82317163210796,-3.19376828945987,-2.00962548515401,-1.38951900576878,-1.08303958246696,-0.850126310124778,-0.691645464900287,-0.592539556245799,-0.532651541029745,-8.17267250473684,-5.37165464327528,-2.88297773654473,-1.77598617462694,-1.31493621832762,-1.00805705411812,-0.777602307101533,-0.668618638937729,-0.58623729606718,-0.533764500726152,-8.26023763068232,-4.86242929272499,-2.59523143690769,-1.63565076153206,-1.16800273268123,-0.905036283548645,-0.751191197943769,-0.639952677399471,-0.571488451083237,-0.51988833021655,-7.93307164939517,-4.44274154526731,-2.3364794683126,-1.52167486276519,-1.10092877633546,-0.86394449714077,-0.718502770724487,-0.622419726390787,-0.571510039786531,-0.540075887300128,-8.01320131629182,-4.68198729847355,-2.36020734197217,-1.48631327579764,-1.04349980881557,-0.838768581523832,-0.731316408891167,-0.669438043513728,-0.621707554872684,-0.576329594675208,-7.59229108273846,-3.99871314888437,-2.21903562715871,-1.42154213625075,-1.06406816482884,-0.866038259110053,-0.738750771781532,-0.668678923271054,-0.625078539717896,-0.598948085354951
230,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.7421899730072,-10.3475959040523,-10.1815844263967,-9.67000351218032,-8.93512057136247,-8.25187754256251,-7.29030725173338,-6.02260022185244,-5.72562129592745,-4.30437587944968,-4.08675775392267,-8.73131882119283,-7.52218298306951,-5.18984201939153,-3.67142267465488,-2.65448105695973,-2.01219884107694,-1.5777943245451,-1.32430339156301,-1.09081316123738,-0.888795520330897,-8.38514988749495,-5.7335814878126,-3.29275214939874,-2.16983106364988,-1.56257143787628,-1.19927682779308,-0.964788436445732,-0.780354637429551,-0.63878889047728,-0.556811695571194,-7.94404221817731,-4.61688277797842,-2.53897364191652,-1.64683315623574,-1.17640338735819,-0.937729471847248,-0.755303498047017,-0.626023476528123,-0.545071326629745,-0.495453645669551,-7.01665369398568,-4.28071988645027,-2.32221283912222,-1.48970254068608,-1.13963712163538,-0.897320956574749,-0.71311142566189,-0.620138675441507,-0.551286849889052,-0.50817527231542,-7.50184736561451,-3.95898248449026,-2.15375815460578,-1.41008103955747,-1.03994590007331,-0.825991034698144,-0.699291222070536,-0.605123207175926,-0.547289985319895,-0.50363317977436,-7.14642362193087,-3.66001806999466,-1.977931823696,-1.33632509339266,-0.997168371432243,-0.800654248797888,-0.678039015391428,-0.596768231742578,-0.554251849811223,-0.529126245179969,-7.38074111773253,-3.91091773585174,-2.01834965807253,-1.3221859416859,-0.958568182637854,-0.787613446079857,-0.699294446698397,-0.648099203740948,-0.608847566793307,-0.5701871419756,-7.13027325526894,-3.39338175575456,-1.93372132363364,-1.28445498273607,-0.98728020965386,-0.819035148430439,-0.70997827021259,-0.650922390828691,-0.61493001841458,-0.59551083342112
235,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.78290897279746,-8.61758149543065,-8.4300354572817,-7.84188047366186,-6.98678033502138,-6.29932621720917,-5.47965758245464,-4.45766172644425,-4.233335321748,-3.20681151427023,-3.04921522519494,-6.8519757460222,-5.80687214464711,-3.92055353079594,-2.79544246649329,-2.06380911351362,-1.59738560069928,-1.28026828612097,-1.09135583970283,-0.915141900342484,-0.759932650239708,-6.64629295975085,-4.38401744079614,-2.54930669409191,-1.73130721708526,-1.28423661352834,-1.01182344576855,-0.831550186415313,-0.686086977623394,-0.573397465412976,-0.506717177714538,-6.39583513998375,-3.59541594209442,-2.04020254260554,-1.36942990204234,-1.00998112406224,-0.822507546652204,-0.678557699821739,-0.572176976516531,-0.505714470039547,-0.464497600971674,-5.61865854287283,-3.37687916439427,-1.89309394361243,-1.26647700973032,-0.999341282376195,-0.806780953393509,-0.659204244702573,-0.579432638335243,-0.5219423752471,-0.486868068622052,-6.26106849142622,-3.19071994204685,-1.80258707316349,-1.22780730076368,-0.934121356924848,-0.759819186849499,-0.655349756235443,-0.575759469534538,-0.527118544690397,-0.490453193354566,-5.99209330008968,-2.99539024572591,-1.68757333269036,-1.18365485360004,-0.909719436611813,-0.747034502784284,-0.643670423402238,-0.575225010646741,-0.540188407090932,-0.521073500143601,-6.33189793587102,-3.24445648703341,-1.7393943465338,-1.18488946952015,-0.886308842777477,-0.743633953627641,-0.67159671684145,-0.629990857022037,-0.598794554605214,-0.566472162132871,-6.31320753929072,-2.86401656883019,-1.69305218567229,-1.16678536512388,-0.920574164549291,-0.778042264231557,-0.684977259043636,-0.635898553545595,-0.607342877772488,-0.594346773065002
240,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.37190870303556,-6.36772206404679,-6.25743755564424,-5.83175805544872,-5.15622725466023,-4.63018614240647,-4.03637064286186,-3.30058097425077,-3.14139610686739,-2.42524350101772,-2.31224198121956,-5.06256519905418,-4.33160683978203,-2.96424364014784,-2.15776025420404,-1.6352592614721,-1.29280432623945,-1.05831925906371,-0.91561813181096,-0.780558171344763,-0.65967728344284,-4.9758721800928,-3.32328921745076,-2.00085714126927,-1.40547112389483,-1.07338274369093,-0.8668570779437,-0.726709724428681,-0.610863283003664,-0.520307851443636,-0.465605989669192,-4.88034624643977,-2.79785319349153,-1.66190023452242,-1.15559955723097,-0.878677742674471,-0.730255470574572,-0.615982115577829,-0.527775981502785,-0.473022294549623,-0.438755313285478,-4.34183621100919,-2.66961543597288,-1.56471290230588,-1.0908654096709,-0.886021138508166,-0.732258493828277,-0.614058980526936,-0.545253711366753,-0.497409021905285,-0.469318422579911,-4.94114726322106,-2.57054844291345,-1.52366758251071,-1.07958238751603,-0.846203975489657,-0.704328993841838,-0.618176180043766,-0.551160643044641,-0.510549064784887,-0.480095299631687,-4.78023598381503,-2.45184051875431,-1.45204418244726,-1.05712087303986,-0.83570164991699,-0.701635594142158,-0.61459902801223,-0.557378216306807,-0.529065493315987,-0.515885939588345,-5.14473204852198,-2.68676736071327,-1.51076551377816,-1.06931270876173,-0.824700962077198,-0.705982467760323,-0.647797483745607,-0.614877941336471,-0.591547972854279,-0.56527403644377,-5.27815120336522,-2.41272615495422,-1.48984018142479,-1.06544058622467,-0.86261890335465,-0.742510910245757,-0.663440412767236,-0.623452666552656,-0.602394694433821,-0.595588584367751
245,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.51133388820179,-4.56245268289278,-4.5168418682004,-4.24642813301953,-3.7727808901283,-3.40311830588778,-2.9934096853872,-2.48250976244513,-2.37147601156492,-1.87287566719021,-1.79122165664063,-3.70164204282926,-3.22526156450122,-2.27140357104266,-1.69676567606571,-1.32171915111123,-1.06632861581601,-0.89040516907967,-0.78113216277089,-0.676088293509879,-0.580759822907641,-3.68172513872215,-2.54100636058735,-1.59835025480592,-1.16135958660779,-0.911822084783983,-0.753470806555782,-0.643378221082713,-0.550335696691031,-0.476957439256919,-0.431741452722802,-3.67057546431708,-2.19893523663004,-1.37439041659611,-0.989328496515803,-0.774143724847047,-0.655803636979697,-0.56467983788248,-0.491056397910284,-0.445873447572573,-0.417419751583935,-3.32762379534304,-2.131980063252,-1.3123544283916,-0.951584618952361,-0.793838840573543,-0.670639797946727,-0.57625991464211,-0.516623133781986,-0.477054549685118,-0.455108709815842,-3.81272734090907,-2.08544943439969,-1.30214547821486,-0.958516288641774,-0.77293390672284,-0.657813134391321,-0.586831018892365,-0.530765971191934,-0.497241762865375,-0.472364365361176,-3.73197008519907,-2.01890464082732,-1.26095276864831,-0.951892550990951,-0.772945218292372,-0.663312683510922,-0.590190585609345,-0.542896695017385,-0.520687951661938,-0.513567853860885,-4.06827953982966,-2.23269611481417,-1.32313791212971,-0.971739960614054,-0.77219227508724,-0.673997707824106,-0.62755784751273,-0.602578718235599,-0.587137524966189,-0.566709175304623,-4.25595862238274,-2.03782947353058,-1.31878242536064,-0.978170034794755,-0.812389550134455,-0.712012105223993,-0.645121678908994,-0.613467811197459,-0.600179209857124,-0.59939480259124
250,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.2324134129429,-3.29371121344573,-3.28513160904785,-3.11864678558629,-2.797175874047,-2.54270083822965,-2.26169204253084,-1.90847841241502,-1.8307969796492,-1.47936740097175,-1.41940212868981,-2.740528557878,-2.43555095429239,-1.77415830379874,-1.36158289478339,-1.08938158800194,-0.89558635262011,-0.761642664233366,-0.676871115319878,-0.594061291931865,-0.51802906634378,-2.75270421433074,-1.97618395580678,-1.30129744440245,-0.976450277551524,-0.786627731453826,-0.663890552411853,-0.576586806295269,-0.501319226943776,-0.441427296558732,-0.403804023604319,-2.78004844823727,-1.75523622979276,-1.15451592351994,-0.85889034181715,-0.690273424787571,-0.595339468268435,-0.522469812888802,-0.460669767281297,-0.42339506247516,-0.399857499326613,-2.57016832376135,-1.72747997470163,-1.11707468002732,-0.840296160536711,-0.718442598366842,-0.619553203068378,-0.54468748505236,-0.492769657094613,-0.460379246787123,-0.443913023960801,-2.94113457763795,-1.71160839326931,-1.12585591292222,-0.859297438386266,-0.711776499995808,-0.618912154170832,-0.560568206059627,-0.514131737717941,-0.486934173978935,-0.467123774088687,-2.9092883193417,-1.67898859906084,-1.10581430920062,-0.864215008674699,-0.71975282871698,-0.631140866977619,-0.569942230678002,-0.531523258222408,-0.514920584829533,-0.514155104221939,-3.19796566692422,-1.86940844087508,-1.16904469013233,-0.889295418092259,-0.727536943366816,-0.647144629800248,-0.610610777835825,-0.592962201874934,-0.585615964782058,-0.570917725697414,-3.38274983059524,-1.73210084381441,-1.1753099907792,-0.903156765720439,-0.769037693980297,-0.686190827177918,-0.629829476739721,-0.605866960277571,-0.600800298046953,-0.605946344788129
255,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.37333020753071,-2.43008305775694,-2.44000332810145,-2.33757833723404,-2.11961703361768,-1.94360798386774,-1.7485810133871,-1.50202081089972,-1.44703649175845,-1.19481635645817,-1.14991467000488,-2.07363381268639,-1.87790063870278,-1.41530494036055,-1.11496661000749,-0.914737394584927,-0.765107788331798,-0.661686099773886,-0.595127986335384,-0.529041394714827,-0.467781386515789,-2.09959205051415,-1.56849008981537,-1.07968231888041,-0.834733783458387,-0.688604895774437,-0.592520577185539,-0.522708305453615,-0.461453225253944,-0.412268078211909,-0.380786360953369,-2.14181832154411,-1.42634733675685,-0.984950122389645,-0.755712976166363,-0.622563136390039,-0.546023428575669,-0.487696190711677,-0.435583076884589,-0.404910291379515,-0.385575994364833,-2.01670898936574,-1.42293024880775,-0.964742808499582,-0.750806127004647,-0.656547111668431,-0.577174791334629,-0.518452020253754,-0.473091716911721,-0.44699732743206,-0.435488634722273,-2.29560561055139,-1.4246323304663,-0.985082108222303,-0.777786784135837,-0.660739247886154,-0.586537757084749,-0.538803193859999,-0.500919264945445,-0.479438729281947,-0.464299215199529,-2.29103607077688,-1.41352392427481,-0.979704950696544,-0.791111795825683,-0.674782173299524,-0.604371389100731,-0.553466739788774,-0.52307412765138,-0.511692988322377,-0.517709955802463,-2.53124407086711,-1.58128929189535,-1.04238734424469,-0.819690183825783,-0.689719174325248,-0.624983993290751,-0.596759129597312,-0.585952778791317,-0.587052865068086,-0.578059002881314,-2.69099456499475,-1.48539449562219,-1.05534713705449,-0.838871953626573,-0.731843983557487,-0.664746835061155,-0.617430508911828,-0.600620766999938,-0.604365001997104,-0.61544131057432
260,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.79191924416443,-1.84068450133496,-1.85888818758367,-1.79532961713904,-1.64587513571536,-1.52229283048322,-1.38435027457924,-1.2095754767954,-1.17009027971606,-0.985479236608698,-0.95118438114677,-1.60825558284759,-1.48146630500465,-1.15309343564972,-0.930939169749545,-0.781595503854477,-0.664167126183652,-0.583276707707959,-0.530449968885287,-0.47712720721141,-0.427320194098946,-1.63913689565385,-1.27138590537192,-0.912225477158455,-0.72491041576085,-0.611180757396944,-0.535295709200022,-0.479069608712839,-0.428973455380171,-0.388380629758355,-0.36191999746012,-1.68524703476943,-1.18068547700184,-0.853009798172732,-0.673524217173115,-0.567670410891455,-0.505728670207136,-0.459099016025828,-0.4150096068204,-0.38990163464185,-0.374200702408423,-1.61305494312892,-1.1921292254475,-0.844966385912707,-0.67849976185886,-0.605659397660196,-0.542101382069915,-0.496850637685761,-0.457132941720638,-0.436625688544159,-0.429672152560456,-1.82332181634388,-1.20379663346588,-0.872234566505984,-0.710759024010973,-0.618258943241092,-0.559824928008858,-0.521094778362662,-0.490889641049392,-0.474644329744565,-0.463885544726204,-1.83317414655721,-1.20613096260554,-0.877056009232547,-0.730219626278303,-0.636981245106055,-0.582407320557799,-0.540485991670875,-0.517442489499998,-0.511007840710837,-0.524314061307195,-2.03119486027431,-1.35337580242415,-0.938207762165595,-0.761092498794381,-0.657914868896462,-0.60715485487784,-0.585880622432336,-0.581539451549288,-0.591527130875517,-0.588304131618189,-2.16175685588926,-1.28718530581789,-0.95531822570086,-0.784028913360976,-0.700205017425806,-0.647426198753268,-0.607859359463245,-0.597759307809822,-0.610973729189084,-0.628086334447064
